,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
19442, on 12/30/14 21:26 PM (PST),angryfusionguy ,2014 Ford Fusion Energi Sedan Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Frustratingly close to a good car," For the most part it's a good car.  So many things that are really hard are done well.  But several things that should be easy are wrong: can't recharge in the rain without ruining the door over the power inlet, garage door opener doesn't work, cruise control in the rain at dusk is dangerous when it slams on the brake at full speed, navigation system only works in the state where you bought the car, etc.  I'm very disappointed.",2.875
19443, on 07/16/14 16:20 PM (PDT),odtenchi ,2014 Ford Fusion Energi Sedan SE Luxury 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Better EV Range Than Stated," I just took delivery of my Fusion about 3 weeks ago and as the weeks got warmer, my EV range started getting higher. Without the climate control on when I first drove off the lot, my EV range was 22 miles only. Now with the warmer weather, it's holding steady at 32 miles after each full charge. With the climate control on, I loose about 4 miles, but I still get more then 25 miles in EV mode. I got a lot more for my money than expected which is great. It's super quiet, smooth, sporty ride, plenty of leg rooms for rear passengers and the best part, sneaking up on people :) I would recommend this car to anyone especially to fellow car enthusiasts out there since we're so picky about everything.",5
19444, on 06/07/14 22:55 PM (PDT),geoff17 ,2014 Ford Fusion Energi Sedan Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),"Expected a lot, got more"," I can't imagine someone being unhappy with this vehicle unless they got a lemon. It handles and drives amazing, the interior might as well be a lincoln in the Titanium trim. It does what it says, and its not taking me 7 hours to charge. 1 hour puts 4 miles on the Bat life. Using gas less than expected. Drove home 45 mins from dealer and put on another 100 miles. Gas stuck on F. It takes off quick, not that I'd drive like that too often. I do not notice horsepower limitations on highway either. I love the keyless start, entry. No finding keys. No gas! You will notice significantly quicker battery depletion with heater on.",5
19445, on 04/02/14 18:50 PM (PDT),slawik ,2014 Ford Fusion Energi Sedan SE Luxury 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Best Car Purchase Decision Ever!," I bought the car as a company advertising gimmick (limo rental), since we had excess solar energy being produced at our offices and wanted to advertise a completely emissions-free car (for its first 20 miles on each charge). I drove it for the first two weeks exclusively and did not want to turn over the keys.I own over thirty cars, including a Mercedes S600 and several classic Bentleys and Rolls Royce, but yet driving this one makes me the proudest. I'm actually rediscovering the fun of taking off fast from stop lights, this time in EV only mode, completely noiselessly and without fumes. Why can't they make all cars this much clean fun to drive - I can't stop talking about it... ",5
19446, on 03/28/14 22:12 PM (PDT),teo_baby ,2014 Ford Fusion Energi Sedan Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),"Great vehicle, the plug in is the bonus"," I have had my vehicle for 3 weeks now.Have 850 miles on it and still have not been to the gas station.I have a quarter tank of gas.The interior of the vehicle is very nicely done.The seats are very comfortable and supportive.Fit and finish is up there with entry luxury vehicles.The technology is quite advanced.I have the adaptive cruise and blind spot detections system.It also alerts you if you are in danger of an imminent crash.The exterior styling is distinctive.If you are considering a plug in Prius or plug in Accord, check out the Fusion.",4.5
19447, on 03/03/14 23:37 PM (PST),deebles ,2014 Ford Fusion Energi Sedan Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),"Buy this car.  Seriously, buy it now."," I'm a car guy.I've owned convertibles, sports cars, 4x4's commuter cars - you name it, I've probably owned it.This car is ridiculous.It's so advanced, so comfortable and so well designed it blows me away.I could gush for hours about how completely enamored I am with it.Ford knocked this one out of the park!We just got back from a three-day trip in the California gold country and without being able to charge up for the entire trip, we still averaged 48 MPG with, shall we say, rather 'spirited' driving through the foothills.The incentives and rebates take a huge bite out of the cost and we haven't visited a gas station in a month and counting.Seriously, buy it.",4.625
19448, on 08/04/18 12:54 PM (PDT),Blake ,2016 Ford Fusion Energi Sedan Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Bought this car again!, Got rid of one after a car accident. Loves it so much I bought it again.,4
19449, on 02/23/18 09:09 AM (PST),Steve ,2016 Ford Fusion Energi Sedan SE Luxury 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Electrical and programming issues," At first this car was great until the brain went out. When I say brain I mean the center console navigation controls everything. It has the rear view camera,controls Bluetooth, ac unit radio so basically all the electrical components. It went out and dealership cannot repair it. My car has been in the shop three weeks now. If you want to pay for a vehicle that spends alot of time in the shop I recommend this car. If not buy a Hyundai or Kia cause they have a great warranty plan. Ford Corporate and finance we're no help at all. All you get is the run around because it's a electric vehicle and dealerships only have one technican at each facility that work on these vehicles. I'm a very frustrated and unhappy customer.",2
19450, on 02/23/18 09:09 AM (PST),Steve ,2016 Ford Fusion Energi Sedan SE Luxury 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Electrical and programming issues," At first this car was great until the brain went out. When I say brain I mean the center console navigation controls everything. It has the rear view camera,controls Bluetooth, ac unit radio so basically all the electrical components. It went out and dealership cannot repair it. My car has been in the shop three weeks now. If you want to pay for a vehicle that spends alot of time in the shop I recommend this car. If not buy a Hyundai or Kia cause they have a great warranty plan. Ford Corporate and finance we're no help at all. All you get is the run around because it's a electric vehicle and dealerships only have one technican at each facility that work on these vehicles. I'm a very frustrated and unhappy customer.",2
19451, on 11/05/17 06:21 AM (PST),Richard Stewart ,2016 Ford Fusion Energi Sedan SE Luxury 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),I love this car and love the fuel mileage.," If you are looking for a good ride & handling and great fuel mileage buy a Ford Fusion Energi I went from $200 a month to $0 for fuel. I can pay for the car with the fuel savings.  I remember 1973 when the gas companies tucked it to me,now it's my turn,what goes around comes around,I'm loving it.",5
19452, on 05/12/17 12:08 PM (PDT),Cathie W ,2016 Ford Fusion Energi Sedan Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Buy one!," I really love this car.  Honestly, I wanted the HOV stickers for commuting.  I have owned Audis. BMWs, and Acuras.  The interior of this car is every bit as good as those luxury vehicles....perhaps even better.  It handles very well.  Super smooth ride.  I might be driving a Ford, but it looks and feels like a BMW",5
19453, on 03/18/17 09:31 AM (PDT),Bill ,2016 Ford Fusion Energi Sedan Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),Do not buy an Energi," The range for EV driving is actually 10 to 12 miles per charge, much less than the advertised 20 miles per charge. There is no truck space. The climate control is bad and the windshield fogs over all the time unless you keep the defroster on the time. Other car manufacturers have better technology than the Energy. The original purchase price is very high for what you really get, and resale is terrible.  Resale 2 months after purchase is about 1/2 the original price.",2
19454, on 12/24/16 19:09 PM (PST),Ty Knox ,2016 Ford Fusion Energi Sedan Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),I cant believe I drive a hybrid and LOVE IT!!!!," I have owned 20 cars in the last 15 years (Lincolns, Jag, Mercedes, BMW, Mini, Nissans, Volvos, Hondas, Jeep, Fords, Mercury and VW) and have always loved Ford trucks, but strayed away from the cars because of the trade-in/resale value and second place quality compared to American built, foreign rivals. I bought my wife a 2016 Honda Pilot Elite AWD back in March (2016) and it was an AWESOME vehicle but it sat more than she drove it and was impractical for a weekly trip to the grocery store, picking up our son up from school and an occasional trip to the mall. I shopped around and looked at many opportunities to get into a vehicle that would absorb most of the negative equity and found this FFHE which offered a $6000 rebate and a $4007 tax rebate which put me right where I needed to be. I have often thought about Hybrids, but never really considered buying one and man oh man, am I glad that I did! This car is very economical whether driven on battery or gas and I have read the complaints about the lack of distance while driving in the battery mode, but it is disclosed that environment, terrain, driving habits and running accessories WILL alter the estimated battery economy. The lack of storage space sucks, but we went grocery shopping today and managed to make everything fit! The car is smooth, quiet, comfortable and the interior is reminiscent of a high line vehicle! The interface is a little difficult to navigate at first, but a piece of cake to master once you figure it out. From a drained battery, it takes more like 5 hours to fully charge vs. Fords estimated 7 hours. The Ford app is nothing short of AMAZING and addictive and I can't get enough of driving this car! I use to by a Ford Truck kinda guy... Now I'm a Ford Truck and FFHE kinda a guy! I think we have finally found a car that we stick with and I'm already looking forward to specking out our next one!",5
19455, on 12/09/16 15:51 PM (PST),Michael D. Seltzer ,2016 Ford Fusion Energi Sedan Titanium 4dr Sedan (2.0L 4cyl gas/electric hybrid CVT),I am delighted with my FFE," I love this car.  It is a vast improvement over the Toyota Prius that I drove for 6 years previously.  The mpg is less than the Prius, but the FFE is a mid-size vehicle that is solid, hugs the road, and is QUIET, unlike my Prius.  My model came with voice-controlled navigation, heated and cooled front seats, adaptive cruise control, and driver assistance package.  I am getting 20+ miles per charge, and the hybrid mode is easily giving me 43-46 on the highway.  Yes, the trunk is small, but that's not an issue for me.  I charge the FFE using 110 V, which costs about $0.85 per day, if that.  I saved a total of $7,257 off the sticker price by taking advantage of available incentives.  I received a $1,500 rebate from the California Clean Vehicle Rebate Project (CVRP) and will get a $4,007 tax deduction for 2016.  And by the way, the vehicle looks sharp, inside and out...",5
